architecture,activation,learning_rate,dropout,batch_size,weight_decay,neurons_1,neurons_2,val_rmse,val_r2,neurons_3,neurons_4
four_layer,tanh,0.0001,0.3,64,0.001,64,32,0.7829388976097107,0.5901373624801636,16.0,16.0
three_layer,relu,0.001,0.1,64,0.001,64,32,0.783033013343811,0.5900387763977051,32.0,
three_layer,tanh,0.0001,0.3,32,0.0001,64,64,0.7831017374992371,0.5899667739868164,16.0,
three_layer,tanh,0.0005,0.1,32,0.001,64,32,0.7831699252128601,0.5898953676223755,32.0,
three_layer,relu,0.0005,0.1,64,0.001,64,32,0.7832457423210144,0.5898159742355347,32.0,
three_layer,tanh,0.0001,0.3,32,0.0001,128,32,0.7832896709442139,0.5897700190544128,16.0,
four_layer,tanh,0.001,0.1,32,0.001,64,32,0.7833801507949829,0.5896751880645752,32.0,16.0
three_layer,relu,0.0005,0.3,64,0.0001,128,32,0.7833888530731201,0.5896661281585693,32.0,
two_layer,tanh,0.001,0.1,32,1e-05,64,32,0.7834852933883667,0.5895650386810303,,
four_layer,tanh,0.0005,0.3,32,1e-05,64,32,0.7834852933883667,0.5895650386810303,32.0,16.0
four_layer,tanh,0.0005,0.1,64,1e-05,64,64,0.7835723161697388,0.5894738435745239,32.0,16.0
four_layer,relu,0.0005,0.1,32,0.0001,64,32,0.7836591005325317,0.5893828868865967,16.0,16.0
two_layer,tanh,0.001,0.3,64,0.001,128,32,0.7837453484535217,0.5892925262451172,,
four_layer,relu,0.001,0.3,32,0.001,128,64,0.7838210463523865,0.5892131924629211,16.0,16.0
three_layer,relu,0.001,0.1,64,1e-05,64,64,0.7838316559791565,0.5892020463943481,16.0,
two_layer,tanh,0.0001,0.3,64,0.001,64,64,0.7839649319648743,0.5890623331069946,,
four_layer,tanh,0.0001,0.1,64,1e-05,128,64,0.7839847207069397,0.5890417098999023,16.0,16.0
four_layer,tanh,0.001,0.1,64,1e-05,64,32,0.7839868068695068,0.5890394449234009,32.0,16.0
three_layer,relu,0.0001,0.1,32,1e-05,128,32,0.7840026617050171,0.5890228152275085,16.0,
four_layer,tanh,0.0001,0.1,32,1e-05,64,64,0.7840182781219482,0.5890064239501953,16.0,16.0
four_layer,tanh,0.0005,0.1,32,1e-05,64,32,0.7840385437011719,0.5889852046966553,32.0,16.0
three_layer,tanh,0.0001,0.1,32,0.001,64,64,0.7841218709945679,0.5888978242874146,16.0,
four_layer,tanh,0.0005,0.3,64,1e-05,128,64,0.7841376066207886,0.5888813734054565,16.0,16.0
three_layer,relu,0.001,0.1,64,1e-05,64,32,0.7841477990150452,0.588870644569397,16.0,
four_layer,relu,0.0005,0.3,32,0.0001,128,32,0.7842620611190796,0.5887507796287537,16.0,16.0
three_layer,relu,0.0001,0.3,32,1e-05,64,64,0.7842987775802612,0.5887123346328735,32.0,
four_layer,tanh,0.0005,0.3,32,0.0001,64,64,0.7843247056007385,0.588685154914856,32.0,16.0
three_layer,tanh,0.0005,0.1,32,0.0001,64,32,0.7843374609947205,0.5886717438697815,16.0,
three_layer,tanh,0.0005,0.1,32,1e-05,64,32,0.7843381762504578,0.5886709690093994,16.0,
three_layer,tanh,0.0005,0.3,64,0.0001,128,32,0.7844322323799133,0.5885723829269409,32.0,
three_layer,tanh,0.0005,0.1,64,0.001,128,64,0.7844815254211426,0.5885206460952759,32.0,
three_layer,tanh,0.001,0.3,32,0.001,128,64,0.7845884561538696,0.5884084701538086,16.0,
three_layer,tanh,0.0001,0.3,64,1e-05,64,64,0.7845994234085083,0.5883969068527222,32.0,
three_layer,relu,0.001,0.3,64,0.001,128,64,0.7846190929412842,0.5883762836456299,16.0,
four_layer,relu,0.0001,0.1,32,0.0001,128,32,0.7848477363586426,0.5881364345550537,16.0,16.0
three_layer,tanh,0.0001,0.3,64,0.001,128,64,0.7849035859107971,0.58807772397995,32.0,
two_layer,tanh,0.0001,0.3,32,0.001,64,32,0.7850092649459839,0.587966799736023,,
four_layer,relu,0.0001,0.1,64,1e-05,128,64,0.785012423992157,0.5879635214805603,32.0,16.0
four_layer,tanh,0.001,0.3,32,0.001,64,32,0.785020112991333,0.5879554152488708,32.0,16.0
four_layer,relu,0.0005,0.1,32,1e-05,128,32,0.7850208282470703,0.5879546403884888,16.0,16.0
four_layer,tanh,0.0005,0.1,64,1e-05,64,32,0.785134494304657,0.5878353118896484,16.0,16.0
four_layer,tanh,0.0001,0.1,64,0.001,64,64,0.7851876020431519,0.5877795815467834,32.0,16.0
four_layer,tanh,0.001,0.3,32,0.0001,64,32,0.7852135896682739,0.5877523422241211,32.0,16.0
three_layer,relu,0.001,0.3,64,0.001,64,64,0.7853554487228394,0.5876033306121826,16.0,
three_layer,relu,0.0005,0.1,64,0.001,64,64,0.7853953242301941,0.5875614881515503,16.0,
three_layer,relu,0.001,0.3,32,1e-05,64,32,0.7854617238044739,0.5874917507171631,32.0,
three_layer,relu,0.0001,0.1,64,0.001,128,64,0.7856701016426086,0.5872728228569031,32.0,
two_layer,tanh,0.0005,0.3,32,0.001,128,32,0.785702109336853,0.587239146232605,,
three_layer,relu,0.0001,0.1,32,0.0001,128,32,0.7857889533042908,0.5871479511260986,16.0,
three_layer,tanh,0.0005,0.3,32,1e-05,64,64,0.7858452796936035,0.5870887637138367,16.0,
two_layer,relu,0.001,0.1,64,0.001,128,32,0.7859144806861877,0.5870159864425659,,
three_layer,tanh,0.0001,0.1,64,1e-05,128,32,0.7860109806060791,0.5869146585464478,32.0,
four_layer,relu,0.0005,0.1,32,0.0001,128,32,0.7860678434371948,0.5868548154830933,16.0,16.0
four_layer,tanh,0.0001,0.3,64,1e-05,128,64,0.7860894203186035,0.5868321061134338,32.0,16.0
four_layer,tanh,0.0005,0.3,32,0.001,128,32,0.7860954999923706,0.5868257284164429,16.0,16.0
three_layer,relu,0.0001,0.1,64,1e-05,64,64,0.7861278653144836,0.5867916941642761,32.0,
four_layer,tanh,0.0005,0.1,32,1e-05,64,64,0.7862152457237244,0.5866998434066772,16.0,16.0
three_layer,tanh,0.0005,0.3,64,1e-05,128,32,0.7862440943717957,0.5866695642471313,16.0,
four_layer,tanh,0.001,0.1,64,0.0001,64,32,0.7863218188285828,0.5865877866744995,16.0,16.0
three_layer,tanh,0.0005,0.3,64,1e-05,64,64,0.7863527536392212,0.5865552425384521,16.0,
four_layer,relu,0.0005,0.1,32,0.001,64,64,0.7864652276039124,0.5864369869232178,32.0,16.0
four_layer,tanh,0.0005,0.1,64,0.0001,128,32,0.7864860892295837,0.5864150524139404,16.0,16.0
four_layer,tanh,0.0001,0.1,64,0.0001,128,32,0.786522388458252,0.5863769054412842,16.0,16.0
four_layer,tanh,0.001,0.3,64,1e-05,64,64,0.7865450382232666,0.586353063583374,32.0,16.0
four_layer,relu,0.0001,0.1,32,1e-05,64,64,0.7865609526634216,0.5863363146781921,32.0,16.0
four_layer,tanh,0.001,0.3,64,1e-05,128,32,0.7865660786628723,0.5863308906555176,32.0,16.0
two_layer,tanh,0.001,0.1,32,1e-05,128,64,0.7866013646125793,0.5862937569618225,,
three_layer,tanh,0.0001,0.3,64,0.001,128,32,0.7866666316986084,0.586225152015686,32.0,
three_layer,tanh,0.0001,0.3,64,1e-05,128,32,0.7867367267608643,0.5861514210700989,32.0,
four_layer,relu,0.001,0.3,32,0.001,128,32,0.7867376804351807,0.5861504077911377,32.0,16.0
four_layer,relu,0.0005,0.3,64,0.0001,128,32,0.7867453098297119,0.5861424207687378,32.0,16.0
four_layer,tanh,0.0001,0.1,64,0.001,64,32,0.7868723273277283,0.5860086679458618,16.0,16.0
three_layer,relu,0.0005,0.1,64,0.001,128,64,0.7869461178779602,0.5859310626983643,32.0,
four_layer,tanh,0.001,0.1,64,0.0001,128,32,0.7869692444801331,0.5859067440032959,16.0,16.0
two_layer,relu,0.0001,0.3,64,0.001,64,64,0.7872198224067688,0.5856429934501648,,
four_layer,tanh,0.0001,0.3,32,0.0001,64,64,0.7872982621192932,0.5855604410171509,32.0,16.0
four_layer,tanh,0.001,0.3,32,0.001,128,32,0.7873224020004272,0.5855349898338318,16.0,16.0
four_layer,tanh,0.0001,0.3,64,0.0001,128,64,0.7873684763908386,0.5854865312576294,16.0,16.0
four_layer,tanh,0.0001,0.1,32,1e-05,128,64,0.7873760461807251,0.5854785442352295,16.0,16.0
three_layer,tanh,0.0005,0.3,32,0.001,128,32,0.7874175310134888,0.5854348540306091,32.0,
three_layer,relu,0.0005,0.1,32,1e-05,64,32,0.7875204086303711,0.5853264927864075,16.0,
two_layer,tanh,0.001,0.1,32,0.0001,64,64,0.7875562310218811,0.5852887630462646,,
four_layer,tanh,0.001,0.1,64,1e-05,128,64,0.7875935435295105,0.5852494239807129,32.0,16.0
four_layer,tanh,0.0001,0.3,64,1e-05,64,64,0.7877921462059021,0.585040271282196,16.0,16.0
three_layer,tanh,0.0001,0.3,64,0.0001,64,64,0.7878041863441467,0.5850276947021484,16.0,
four_layer,tanh,0.0005,0.3,64,1e-05,64,32,0.7878121137619019,0.5850192308425903,32.0,16.0
two_layer,tanh,0.001,0.3,32,0.0001,128,32,0.7878612279891968,0.5849674940109253,,
three_layer,tanh,0.0005,0.1,64,1e-05,64,32,0.7879276871681213,0.584897518157959,32.0,
four_layer,relu,0.001,0.3,32,1e-05,128,32,0.7879658341407776,0.5848573446273804,32.0,16.0
two_layer,tanh,0.0005,0.1,32,0.0001,64,64,0.7879931330680847,0.5848284959793091,,
three_layer,tanh,0.0005,0.1,32,1e-05,64,64,0.7880129218101501,0.5848076939582825,16.0,
three_layer,tanh,0.0001,0.3,64,0.0001,128,64,0.7880430817604065,0.5847759246826172,32.0,
four_layer,tanh,0.0005,0.1,64,1e-05,128,64,0.7883570194244385,0.5844449996948242,16.0,16.0
three_layer,tanh,0.001,0.3,32,0.0001,128,32,0.7883973121643066,0.5844025611877441,16.0,
four_layer,tanh,0.001,0.3,32,1e-05,128,32,0.7884571552276611,0.584339439868927,32.0,16.0
three_layer,tanh,0.001,0.3,32,1e-05,64,32,0.7884765267372131,0.584318995475769,32.0,
three_layer,tanh,0.0001,0.3,64,1e-05,64,32,0.7886037230491638,0.5841848850250244,32.0,
two_layer,tanh,0.0005,0.1,32,0.0001,128,32,0.7886239886283875,0.58416348695755,,
four_layer,tanh,0.001,0.1,64,0.001,128,32,0.7886840105056763,0.5841001868247986,16.0,16.0
three_layer,tanh,0.001,0.1,32,1e-05,64,64,0.7887351512908936,0.5840462446212769,32.0,
four_layer,relu,0.0005,0.3,32,1e-05,128,64,0.7888054251670837,0.583972156047821,32.0,16.0
four_layer,relu,0.0005,0.3,32,1e-05,64,64,0.7888275384902954,0.5839488506317139,32.0,16.0
four_layer,relu,0.0005,0.1,32,0.001,128,32,0.7888408303260803,0.5839348435401917,16.0,16.0
four_layer,tanh,0.001,0.3,32,1e-05,128,32,0.7889119386672974,0.5838598012924194,16.0,16.0
three_layer,relu,0.0001,0.1,64,1e-05,128,32,0.7889194488525391,0.5838518738746643,32.0,
four_layer,relu,0.0005,0.1,64,0.001,64,64,0.7889323830604553,0.5838382244110107,32.0,16.0
three_layer,relu,0.0005,0.3,32,0.0001,64,32,0.788962721824646,0.5838062167167664,32.0,
two_layer,relu,0.0001,0.1,64,0.001,64,32,0.7889721989631653,0.5837961435317993,,
four_layer,relu,0.0005,0.3,64,1e-05,64,32,0.7889939546585083,0.5837732553482056,16.0,16.0
four_layer,relu,0.0005,0.1,32,0.001,64,64,0.7890273928642273,0.5837379693984985,16.0,16.0
three_layer,relu,0.0005,0.3,32,0.0001,64,32,0.7890948057174683,0.5836668014526367,16.0,
three_layer,tanh,0.001,0.3,64,1e-05,64,64,0.789338231086731,0.5834099054336548,16.0,
three_layer,tanh,0.001,0.1,32,1e-05,128,64,0.7893514037132263,0.5833960771560669,16.0,
four_layer,tanh,0.0001,0.1,64,0.0001,64,64,0.7894657254219055,0.5832754373550415,16.0,16.0
three_layer,relu,0.001,0.1,32,1e-05,64,32,0.7895797491073608,0.5831549763679504,16.0,
three_layer,tanh,0.001,0.1,32,1e-05,128,32,0.7896119356155396,0.5831209421157837,16.0,
three_layer,tanh,0.001,0.3,64,0.0001,64,32,0.7896212339401245,0.5831111669540405,16.0,
three_layer,relu,0.0005,0.3,32,1e-05,64,64,0.7899414896965027,0.582772970199585,32.0,
three_layer,relu,0.0001,0.3,64,0.001,128,64,0.7899869084358215,0.582724928855896,32.0,
four_layer,tanh,0.0005,0.1,64,0.0001,64,64,0.7901356816291809,0.5825677514076233,16.0,16.0
four_layer,tanh,0.001,0.3,64,0.001,128,32,0.7901610732078552,0.5825409293174744,32.0,16.0
two_layer,relu,0.0001,0.1,32,1e-05,128,32,0.7901881337165833,0.582512378692627,,
three_layer,relu,0.0005,0.3,64,0.001,128,64,0.7903373837471008,0.5823546648025513,16.0,
four_layer,tanh,0.0001,0.3,64,0.001,64,64,0.7903730869293213,0.5823169350624084,32.0,16.0
three_layer,tanh,0.001,0.1,64,0.001,64,64,0.7904286980628967,0.5822581052780151,32.0,
four_layer,tanh,0.0005,0.3,64,0.0001,64,32,0.7905006408691406,0.5821820497512817,16.0,16.0
three_layer,tanh,0.0001,0.1,32,1e-05,128,64,0.7905563116073608,0.5821232795715332,32.0,
four_layer,tanh,0.001,0.1,32,1e-05,64,64,0.7905760407447815,0.5821022987365723,32.0,16.0
three_layer,relu,0.0005,0.1,64,0.001,128,32,0.7906306982040405,0.5820446014404297,16.0,
three_layer,relu,0.0001,0.3,32,0.001,128,32,0.790783703327179,0.5818828344345093,32.0,
four_layer,tanh,0.001,0.1,64,0.001,64,64,0.7908191680908203,0.5818452835083008,16.0,16.0
two_layer,tanh,0.0001,0.3,64,0.0001,64,64,0.7909277677536011,0.5817304849624634,,
three_layer,tanh,0.001,0.1,32,1e-05,64,32,0.790945827960968,0.5817112922668457,16.0,
three_layer,tanh,0.0005,0.1,64,1e-05,64,64,0.7910031080245972,0.5816507339477539,32.0,
three_layer,tanh,0.001,0.1,64,0.0001,128,32,0.7910492420196533,0.5816019773483276,32.0,
two_layer,tanh,0.0001,0.1,32,0.0001,128,64,0.7910797595977783,0.5815696716308594,,
three_layer,tanh,0.0001,0.1,64,0.0001,64,32,0.7910885810852051,0.5815603137016296,32.0,
two_layer,tanh,0.001,0.1,64,0.0001,128,32,0.7911186814308167,0.5815284252166748,,
four_layer,tanh,0.001,0.3,32,0.0001,128,64,0.7911636233329773,0.5814809799194336,32.0,16.0
four_layer,tanh,0.0001,0.3,64,0.001,128,64,0.7912027835845947,0.5814394950866699,32.0,16.0
three_layer,tanh,0.0001,0.3,64,0.001,64,64,0.7912427186965942,0.5813971757888794,16.0,
three_layer,tanh,0.0005,0.3,32,1e-05,64,32,0.7912748456001282,0.5813632011413574,16.0,
three_layer,tanh,0.001,0.3,32,0.001,64,32,0.791315495967865,0.5813202857971191,32.0,
four_layer,tanh,0.001,0.3,64,0.001,128,64,0.7914378046989441,0.5811907649040222,32.0,16.0
three_layer,tanh,0.001,0.3,64,1e-05,128,64,0.7914550304412842,0.5811725854873657,16.0,
four_layer,tanh,0.001,0.1,64,0.001,128,64,0.7916842699050903,0.5809299349784851,16.0,16.0
four_layer,tanh,0.0001,0.3,64,1e-05,128,64,0.7917263507843018,0.5808852910995483,16.0,16.0
four_layer,tanh,0.0005,0.1,32,0.0001,64,32,0.7917972207069397,0.5808103084564209,16.0,16.0
four_layer,tanh,0.0001,0.3,32,0.0001,128,64,0.7918871641159058,0.5807150602340698,16.0,16.0
four_layer,relu,0.001,0.1,32,1e-05,128,32,0.791888952255249,0.5807132124900818,32.0,16.0
three_layer,relu,0.001,0.1,64,1e-05,64,32,0.7919324636459351,0.5806671380996704,32.0,
two_layer,tanh,0.0005,0.3,64,1e-05,128,32,0.7920187711715698,0.580575704574585,,
four_layer,relu,0.001,0.3,64,0.0001,64,32,0.7920705080032349,0.5805208683013916,16.0,16.0
three_layer,tanh,0.0001,0.3,32,0.001,64,64,0.7921334505081177,0.5804542303085327,16.0,
four_layer,relu,0.0001,0.1,64,0.0001,128,64,0.7921761870384216,0.5804089307785034,32.0,16.0
two_layer,tanh,0.001,0.1,64,0.001,64,32,0.7922074198722839,0.5803759098052979,,
three_layer,tanh,0.0001,0.3,32,0.0001,128,64,0.7922194600105286,0.5803631544113159,16.0,
four_layer,tanh,0.0005,0.3,32,0.0001,128,64,0.7922499775886536,0.5803307890892029,32.0,16.0
four_layer,tanh,0.0001,0.1,32,1e-05,64,32,0.7923418879508972,0.5802334547042847,32.0,16.0
four_layer,tanh,0.001,0.3,32,0.0001,128,32,0.7924556136131287,0.5801129341125488,16.0,16.0
four_layer,tanh,0.001,0.1,64,1e-05,128,64,0.7924557328224182,0.5801128149032593,16.0,16.0
three_layer,tanh,0.0005,0.3,32,0.001,64,32,0.7924677729606628,0.5801000595092773,32.0,
four_layer,relu,0.001,0.3,32,0.001,64,32,0.7925572395324707,0.5800052285194397,16.0,16.0
three_layer,tanh,0.001,0.3,64,0.0001,128,32,0.7925899624824524,0.5799705982208252,16.0,
four_layer,tanh,0.001,0.3,32,0.001,64,64,0.7925952076911926,0.5799649357795715,16.0,16.0
four_layer,tanh,0.001,0.3,64,0.001,64,64,0.7925953269004822,0.579964816570282,32.0,16.0
four_layer,relu,0.0001,0.1,32,0.001,128,32,0.792604386806488,0.5799552202224731,16.0,16.0
four_layer,relu,0.001,0.1,64,1e-05,128,64,0.7926246523857117,0.579933762550354,32.0,16.0
three_layer,relu,0.001,0.3,64,0.001,64,32,0.7927429676055908,0.5798082947731018,32.0,
four_layer,tanh,0.0005,0.3,64,0.001,128,64,0.7928400635719299,0.5797054171562195,32.0,16.0
two_layer,relu,0.0001,0.1,32,0.0001,128,64,0.7928644418716431,0.5796794891357422,,
two_layer,tanh,0.0005,0.1,32,1e-05,128,32,0.7928785681724548,0.5796645879745483,,
two_layer,relu,0.0001,0.1,64,0.0001,128,64,0.7930001020431519,0.579535722732544,,
four_layer,relu,0.0005,0.1,32,0.001,64,32,0.793254554271698,0.579265832901001,16.0,16.0
three_layer,relu,0.0005,0.3,32,0.001,64,32,0.7932977676391602,0.5792200565338135,32.0,
three_layer,tanh,0.0005,0.1,32,1e-05,64,32,0.793304443359375,0.5792129039764404,32.0,
three_layer,tanh,0.0005,0.3,32,0.001,64,64,0.7934141755104065,0.5790964961051941,32.0,
four_layer,tanh,0.001,0.3,64,0.001,128,32,0.793545663356781,0.5789569616317749,16.0,16.0
two_layer,tanh,0.0005,0.1,64,0.001,64,32,0.7936049103736877,0.5788941383361816,,
four_layer,tanh,0.0005,0.1,32,0.0001,64,32,0.7937081456184387,0.5787845849990845,32.0,16.0
two_layer,tanh,0.0001,0.1,32,1e-05,64,64,0.7937319874763489,0.5787591934204102,,
three_layer,tanh,0.0001,0.3,64,0.001,64,32,0.7939125299453735,0.578567624092102,32.0,
two_layer,tanh,0.001,0.1,64,0.001,64,64,0.7939561009407043,0.5785213112831116,,
three_layer,relu,0.0001,0.3,32,1e-05,128,64,0.794086217880249,0.5783831477165222,16.0,
three_layer,tanh,0.001,0.3,64,0.0001,128,64,0.7940898537635803,0.5783792734146118,16.0,
two_layer,tanh,0.0001,0.1,64,0.0001,64,64,0.7940996885299683,0.5783689022064209,,
three_layer,tanh,0.0005,0.3,32,0.0001,64,64,0.7941621541976929,0.5783025026321411,32.0,
four_layer,tanh,0.0005,0.1,64,0.001,64,32,0.7941698431968689,0.5782943367958069,16.0,16.0
four_layer,relu,0.0001,0.1,32,1e-05,128,32,0.7943013310432434,0.5781546831130981,32.0,16.0
three_layer,relu,0.0005,0.1,64,0.0001,128,64,0.7943510413169861,0.5781018733978271,16.0,
four_layer,tanh,0.0001,0.3,64,0.0001,64,64,0.7943717837333679,0.578079879283905,32.0,16.0
two_layer,relu,0.0005,0.1,32,0.001,64,64,0.7946113348007202,0.5778254270553589,,
three_layer,tanh,0.0005,0.3,64,0.001,64,32,0.7946473360061646,0.5777871608734131,16.0,
two_layer,tanh,0.0001,0.1,32,1e-05,64,32,0.7946498990058899,0.5777844190597534,,
four_layer,relu,0.001,0.3,32,0.001,64,32,0.7946517467498779,0.577782392501831,32.0,16.0
two_layer,tanh,0.0001,0.1,64,1e-05,64,64,0.7946712374687195,0.577761709690094,,
four_layer,tanh,0.0001,0.1,64,0.0001,64,32,0.7947004437446594,0.577730655670166,16.0,16.0
four_layer,tanh,0.0005,0.3,64,0.001,128,32,0.7948338985443115,0.5775887966156006,16.0,16.0
four_layer,relu,0.001,0.3,64,0.001,64,32,0.7948838472366333,0.5775357484817505,32.0,16.0
three_layer,tanh,0.0001,0.3,64,0.001,128,64,0.7950491905212402,0.5773599743843079,16.0,
four_layer,tanh,0.001,0.1,64,0.0001,64,32,0.7950705885887146,0.5773372054100037,32.0,16.0
three_layer,tanh,0.0001,0.1,32,0.0001,64,64,0.7952309250831604,0.577166736125946,32.0,
four_layer,tanh,0.001,0.3,64,1e-05,64,32,0.7953184843063354,0.5770736336708069,32.0,16.0
three_layer,tanh,0.0001,0.1,64,0.0001,64,64,0.7954205870628357,0.5769649744033813,16.0,
three_layer,tanh,0.0001,0.3,32,1e-05,64,32,0.7954606413841248,0.5769224166870117,32.0,
three_layer,tanh,0.001,0.3,64,0.0001,64,64,0.7954921126365662,0.576888918876648,16.0,
three_layer,tanh,0.0005,0.1,32,0.001,128,32,0.7955780625343323,0.5767974853515625,32.0,
two_layer,tanh,0.0001,0.1,32,0.001,64,64,0.7956128716468811,0.576760470867157,,
four_layer,relu,0.001,0.1,32,1e-05,64,64,0.7956785559654236,0.5766905546188354,16.0,16.0
three_layer,tanh,0.001,0.1,32,0.001,64,32,0.7957509756088257,0.5766134858131409,16.0,
two_layer,tanh,0.0005,0.3,32,1e-05,64,32,0.7958574295043945,0.5765001773834229,,
four_layer,relu,0.001,0.3,32,0.0001,128,64,0.7958827018737793,0.5764733552932739,32.0,16.0
three_layer,tanh,0.0001,0.1,64,0.0001,128,64,0.7958995699882507,0.5764553546905518,16.0,
three_layer,tanh,0.0005,0.3,64,0.0001,64,64,0.7959141731262207,0.5764398574829102,16.0,
four_layer,relu,0.001,0.3,64,1e-05,128,64,0.7960709929466248,0.5762729644775391,32.0,16.0
three_layer,relu,0.0005,0.3,64,1e-05,64,64,0.7960920333862305,0.5762505531311035,16.0,
three_layer,tanh,0.0005,0.3,32,0.001,64,32,0.796113133430481,0.5762280225753784,16.0,
four_layer,relu,0.001,0.1,64,0.001,64,32,0.7961434721946716,0.5761957168579102,32.0,16.0
three_layer,relu,0.0001,0.3,32,0.001,128,64,0.7961710691452026,0.5761663913726807,32.0,
three_layer,relu,0.001,0.3,64,0.0001,64,64,0.796198308467865,0.5761373043060303,32.0,
two_layer,tanh,0.0005,0.3,64,1e-05,64,64,0.7962644696235657,0.5760669708251953,,
four_layer,relu,0.0005,0.1,64,0.001,128,32,0.7962660789489746,0.576065182685852,16.0,16.0
three_layer,tanh,0.001,0.3,32,1e-05,64,64,0.7963114976882935,0.5760168433189392,16.0,
four_layer,tanh,0.001,0.3,64,0.0001,128,64,0.7963307499885559,0.5759962797164917,32.0,16.0
four_layer,tanh,0.0005,0.3,64,0.001,128,32,0.7963904142379761,0.5759328007698059,32.0,16.0
four_layer,tanh,0.001,0.3,32,1e-05,64,64,0.7966171503067017,0.5756913423538208,16.0,16.0
four_layer,relu,0.0005,0.3,32,1e-05,64,64,0.7966864705085754,0.5756174325942993,16.0,16.0
four_layer,relu,0.001,0.3,32,0.0001,128,32,0.796804666519165,0.5754914879798889,16.0,16.0
four_layer,relu,0.0001,0.1,32,1e-05,64,64,0.7970452308654785,0.57523512840271,16.0,16.0
three_layer,tanh,0.0001,0.1,64,0.001,64,32,0.7970502376556396,0.575229823589325,16.0,
three_layer,tanh,0.0005,0.3,32,1e-05,128,64,0.7970921993255615,0.5751850605010986,16.0,
four_layer,tanh,0.001,0.3,32,0.001,128,64,0.7973018884658813,0.5749615430831909,16.0,16.0
four_layer,relu,0.001,0.3,32,1e-05,64,32,0.7973547577857971,0.5749051570892334,16.0,16.0
four_layer,relu,0.0001,0.1,64,0.001,128,64,0.7976313829421997,0.5746101140975952,32.0,16.0
three_layer,tanh,0.0005,0.1,32,1e-05,128,32,0.7976654767990112,0.574573814868927,32.0,
three_layer,relu,0.0001,0.1,32,0.001,128,64,0.7977427244186401,0.5744913816452026,32.0,
four_layer,tanh,0.0005,0.3,64,0.001,64,32,0.7978072762489319,0.5744224786758423,32.0,16.0
three_layer,tanh,0.0001,0.1,32,1e-05,128,32,0.7978078722953796,0.5744218826293945,32.0,
three_layer,relu,0.001,0.1,32,1e-05,64,32,0.7978743314743042,0.5743510127067566,32.0,
four_layer,relu,0.0001,0.1,64,0.001,64,64,0.7979769706726074,0.5742415189743042,32.0,16.0
four_layer,tanh,0.0005,0.3,32,0.001,128,64,0.7979798316955566,0.5742384195327759,32.0,16.0
four_layer,tanh,0.001,0.3,64,0.001,128,64,0.7979974746704102,0.5742196440696716,16.0,16.0
four_layer,tanh,0.0005,0.3,64,0.001,64,64,0.7980284690856934,0.5741865634918213,32.0,16.0
three_layer,tanh,0.0001,0.1,64,0.0001,64,32,0.7980553507804871,0.5741578340530396,16.0,
four_layer,tanh,0.001,0.3,32,1e-05,128,64,0.7981013655662537,0.5741087198257446,16.0,16.0
two_layer,relu,0.0001,0.1,32,0.001,64,32,0.7981452345848083,0.574061930179596,,
three_layer,tanh,0.0005,0.3,32,0.0001,128,32,0.7983603477478027,0.5738322734832764,16.0,
three_layer,tanh,0.0001,0.3,32,1e-05,64,32,0.7984974980354309,0.573685884475708,16.0,
three_layer,tanh,0.0005,0.3,64,0.001,128,64,0.7986029982566833,0.5735731720924377,16.0,
three_layer,relu,0.0001,0.1,64,0.001,64,32,0.7986375689506531,0.5735362768173218,32.0,
three_layer,tanh,0.001,0.3,64,0.001,64,32,0.7988565564155579,0.5733023881912231,16.0,
four_layer,tanh,0.001,0.3,64,0.0001,128,32,0.798888087272644,0.5732686519622803,16.0,16.0
three_layer,relu,0.001,0.3,32,1e-05,64,32,0.7989769577980042,0.5731737613677979,16.0,
two_layer,tanh,0.0001,0.1,64,1e-05,128,64,0.7990822196006775,0.5730612277984619,,
four_layer,relu,0.0001,0.1,64,0.001,128,32,0.7990880608558655,0.5730550289154053,16.0,16.0
four_layer,relu,0.0005,0.3,32,0.0001,64,64,0.7991029620170593,0.5730391144752502,16.0,16.0
three_layer,tanh,0.0005,0.3,32,0.0001,64,32,0.7992746829986572,0.5728555917739868,16.0,
four_layer,tanh,0.0001,0.1,32,0.0001,128,32,0.7993506789207458,0.5727742910385132,16.0,16.0
three_layer,tanh,0.0005,0.3,32,0.001,128,64,0.7993696928024292,0.5727540254592896,16.0,
three_layer,relu,0.0001,0.3,64,0.001,64,64,0.7993713021278381,0.5727523565292358,32.0,
four_layer,tanh,0.0005,0.1,32,0.001,128,64,0.799704909324646,0.5723956227302551,16.0,16.0
three_layer,relu,0.001,0.3,32,1e-05,64,64,0.799785315990448,0.5723096132278442,16.0,
four_layer,tanh,0.001,0.3,32,1e-05,64,32,0.7998090982437134,0.5722841620445251,32.0,16.0
four_layer,tanh,0.001,0.3,64,0.0001,64,32,0.8000038862228394,0.5720758438110352,32.0,16.0
three_layer,tanh,0.0005,0.3,64,1e-05,64,32,0.8000852465629578,0.5719887614250183,16.0,
four_layer,tanh,0.0005,0.1,64,1e-05,128,64,0.8002442121505737,0.5718187093734741,32.0,16.0
two_layer,tanh,0.0001,0.1,64,0.0001,128,64,0.8002969622612,0.571762204170227,,
four_layer,tanh,0.001,0.3,32,0.0001,64,64,0.8005887269973755,0.571449875831604,16.0,16.0
four_layer,tanh,0.0005,0.1,64,0.0001,128,64,0.8009178042411804,0.5710975527763367,32.0,16.0
